table,domain,rls_enabled,policy,cmd,roles,permissive,using_expr,with_check_expr,flags,notes,severity
lms_quiz_questions,LMS,YES,Quiz questions follow course access,SELECT,{authenticated},PERMISSIVE,(EXISTS ( SELECT 1 FROM lms_courses c WHERE ((c.id = lms_quiz_questions.course_id) AND ((c.hospital_id IS NULL) OR (c.hospital_id = get_user_hospital_id()))))),,none,,OK
mar_double_checks,Other,YES,mar_double_checks_hospital_isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
mar_records,Other,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
marketing_campaigns,Other,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
mccd_certificates,Other,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
mci_events,Emergency,YES,mci_events_hospital_iso,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
mci_triage_patients,Emergency,YES,mci_triage_hospital_iso,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
meal_deliveries,Dietetics,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
med_admin_records,Other,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
med_reconciliation_events,Other,YES,reconciliation_events_hospital_iso,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
medical_gas_logs,Other,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
medical_records,Other,YES,hospital_isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
medication_adherence,Other,YES,medication_adherence_isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
medication_adherence,Other,YES,medication_adherence_service_role,ALL,{service_role},PERMISSIVE,true,true,none,,OK
mental_health_encounters,Other,YES,mh_encounters_isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
mental_health_encounters,Other,YES,mh_encounters_service_role,ALL,{service_role},PERMISSIVE,true,true,none,,OK
metrics_registry,Reporting,YES,metrics_registry_admin_write,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
metrics_registry,Reporting,YES,metrics_registry_read_all,SELECT,{authenticated},PERMISSIVE,(is_active = true),,none,,OK
migration_jobs,Other,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
migration_logs,Other,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
mlc_cases,Other,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
mlc_records,Other,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
mortuary_admissions,Emergency,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
mrr_snapshots,Platform,YES,mrr_snapshots_admin_read,SELECT,{authenticated},PERMISSIVE,is_aumrti_admin(),,none,,OK
nabh_chapter_names,Quality/NABH,YES,Authenticated can read nabh chapter names,SELECT,{authenticated},PERMISSIVE,true,,OPEN-READ USING(true),,CRITICAL
nabh_criteria,Quality/NABH,YES,Users can manage own hospital nabh_criteria,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
nabh_criteria,Quality/NABH,YES,Users can view own hospital nabh_criteria,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
nabh_evidence_items,Quality/NABH,YES,hospital_isolation_nabh_evidence,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
nabh_evidence_log,Quality/NABH,YES,Users append own hospital nabh evidence,INSERT,{authenticated},PERMISSIVE,,(hospital_id = get_user_hospital_id()),none,,OK
nabh_evidence_log,Quality/NABH,YES,Users view own hospital nabh evidence,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
nabh_hospital_compliance,Quality/NABH,YES,aumrti_admin_read_all_nabh_compliance,SELECT,{authenticated},PERMISSIVE,is_aumrti_admin(),,none,,OK
nabh_hospital_compliance,Quality/NABH,YES,hospital_isolation_nabh_compliance,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
nabh_standards,Quality/NABH,YES,read_nabh_standards,SELECT,{public},PERMISSIVE,(auth.uid() IS NOT NULL),,INITPLAN auth.*() per-row,,LOW
ndps_pending_dispenses,Pharmacy,YES,ndps_pending_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
ndps_pending_dispenses,Pharmacy,YES,ndps_pending_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
ndps_register,Pharmacy,YES,Hospital isolation for ndps_register,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
ndps_register,Pharmacy,YES,Users can view own hospital ndps_register,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
ndps_register,Pharmacy,YES,ndps_insert_only,INSERT,{authenticated},PERMISSIVE,,(hospital_id = get_user_hospital_id()),none,,OK
ndps_register,Pharmacy,YES,ndps_select_only,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
ndps_register,Pharmacy,YES,no_delete_ndps,DELETE,{public},PERMISSIVE,false,,none,,OK
ndps_register,Pharmacy,YES,no_update_ndps,UPDATE,{public},PERMISSIVE,false,,UPDATE no WITH CHECK (PG reuses USING - OK),,OK
neonatal_records,Other,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
no_show_predictions,Other,YES,no_show_predictions_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
notification_log,Notifications,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
notification_log,Notifications,YES,notif_log_hospital_iso,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
notification_preferences,Notifications,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
notification_preferences,Notifications,YES,notif_prefs_hospital_iso,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
notification_queue,Notifications,YES,Hospital isolation on notification_queue,ALL,{authenticated},PERMISSIVE,((hospital_id IS NULL) OR (hospital_id = get_user_hospital_id())),((hospital_id IS NULL) OR (hospital_id = get_user_hospital_id())),none,,OK
nps_responses,Other,YES,nps_responses_hospital_iso,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
nps_surveys,Other,YES,nps_surveys_hospital_iso,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
nursing_care_plans,Nursing,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
nursing_fluid_outputs,Nursing,YES,hospital_staff_rw,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
nursing_handovers,Nursing,YES,Users can manage own hospital nursing_handovers,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
nursing_handovers,Nursing,YES,Users can view own hospital nursing_handovers,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
nursing_mar,Nursing,YES,Users can manage own hospital nursing_mar,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
nursing_mar,Nursing,YES,Users can view own hospital nursing_mar,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
nursing_procedure_consumables,Nursing,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
nursing_procedures,Nursing,YES,Users can manage own hospital nursing procedures,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
nursing_vitals,Nursing,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
nutrition_screenings,Dietetics,YES,nutrition_screenings_hospital_iso,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
nutritional_screenings,Dietetics,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
oauth_provider_settings,Identity,YES,oauth_provider_settings_admin_all,ALL,{public},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
obstetric_records,Other,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
obstetric_records,Other,YES,obstetric_records_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
obstetric_records,Other,YES,obstetric_records_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
occupational_health_records,Other,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
onboarding_tasks,HR,YES,onboarding_tasks_hospital,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
oncology_patients,IPD,YES,oncology_patients_hospital,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
online_reviews,Other,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
opd_diagnoses,OPD,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
opd_encounters,OPD,YES,Users can manage own hospital opd_encounters,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
opd_encounters,OPD,YES,Users can view own hospital opd_encounters,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
opd_token_sequences,OPD,YES,opd_token_sequences_select,SELECT,{authenticated},PERMISSIVE,true,,OPEN-READ USING(true),,CRITICAL
opd_tokens,OPD,YES,Users can manage own hospital opd_tokens,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
opd_tokens,OPD,YES,Users can view own hospital opd_tokens,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
opd_tokens,OPD,YES,aumrti_admin_read_all_opd_tokens,SELECT,{authenticated},PERMISSIVE,is_aumrti_admin(),,MULTIPLE PERMISSIVE (2),,MEDIUM
opd_visits,OPD,YES,Users can manage own hospital opd_visits,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
opd_visits,OPD,YES,Users can view own hospital opd_visits,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
ophthalmology_records,Other,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
organ_donations,Other,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
ot_checklist_custom_items,OT,YES,Users can manage own hospital ot_checklist_custom_items,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
ot_checklist_custom_items,OT,YES,Users can view own hospital ot_checklist_custom_items,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
ot_checklists,OT,YES,Users can manage own hospital ot_checklists,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
ot_checklists,OT,YES,Users can view own hospital ot_checklists,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
ot_consumables,OT,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
ot_equipment_checklist,OT,YES,Users can manage own hospital ot_equipment_checklist,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
ot_equipment_checklist,OT,YES,Users can view own hospital ot_equipment_checklist,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
ot_implants,OT,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
ot_instrument_counts,OT,YES,Users can manage own hospital ot_instrument_counts,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
ot_instrument_counts,OT,YES,Users can view own hospital ot_instrument_counts,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
ot_rooms,OT,YES,Admins can manage ot_rooms,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
ot_rooms,OT,YES,Users can view own hospital ot_rooms,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
ot_schedules,OT,YES,Users can manage own hospital ot_schedules,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
ot_schedules,OT,YES,Users can view own hospital ot_schedules,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
ot_schedules,OT,YES,aumrti_admin_read_all_ot_schedules,SELECT,{authenticated},PERMISSIVE,is_aumrti_admin(),,MULTIPLE PERMISSIVE (2),,MEDIUM
ot_team_members,OT,YES,ot_team_members_all,ALL,{authenticated},PERMISSIVE,(ot_schedule_id IN ( SELECT ot_schedules.id FROM ot_schedules WHERE (ot_schedules.hospital_id = get_user_hospital_id()))),(ot_schedule_id IN ( SELECT ot_schedules.id FROM ot_schedules WHERE (ot_schedules.hospital_id = get_user_hospital_id()))),none,,OK
ot_team_members,OT,YES,ot_team_members_select,SELECT,{authenticated},PERMISSIVE,(ot_schedule_id IN ( SELECT ot_schedules.id FROM ot_schedules WHERE (ot_schedules.hospital_id = get_user_hospital_id()))),,none,,OK
outcome_scores,Other,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
overtime_requests,Other,YES,overtime_requests_hospital,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
package_bookings,Billing,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (3),,MEDIUM
package_bookings,Billing,YES,package_bookings_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (3),,MEDIUM
package_bookings,Billing,YES,package_bookings_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
package_bookings,Billing,YES,tenant_isolation_package_bookings,ALL,{authenticated},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),INITPLAN auth.*() per-row; MULTIPLE PERMISSIVE (3),,MEDIUM
package_extras,Billing,YES,pkg_extras_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
package_extras,Billing,YES,pkg_extras_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
package_inclusions,Billing,YES,pkg_inclusions_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
package_inclusions,Billing,YES,pkg_inclusions_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
package_station_logs,Billing,YES,tenant_isolation_package_station_logs,ALL,{authenticated},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
pacs_connectors,Radiology,YES,pacs_connectors_hospital_policy,ALL,{authenticated},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
pacu_assessments,OT,YES,Hospital members can delete PACU assessments,DELETE,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
pacu_assessments,OT,YES,Hospital members can insert PACU assessments,INSERT,{public},PERMISSIVE,,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
pacu_assessments,OT,YES,Hospital members can update PACU assessments,UPDATE,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row; UPDATE no WITH CHECK (PG reuses USING - OK),,LOW
pacu_assessments,OT,YES,Hospital members can view PACU assessments,SELECT,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
pain_audit_records,Other,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
palliative_care_plans,Other,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
panchakarma_schedules,Other,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
partograph_entries,Other,YES,hospital_isolation_partograph,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
partograph_records,Other,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
pathology_cases,Other,YES,Users can manage own hospital pathology cases,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
pathology_cases,Other,YES,Users can view own hospital pathology cases,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
patient_abha_profiles,ABDM,YES,abha_profiles_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
patient_abha_profiles,ABDM,YES,abha_profiles_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
patient_acquisition,Patient,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
patient_ai_context,AI,YES,patient_ai_context_isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
patient_ai_context,AI,YES,patient_ai_context_service_role,ALL,{service_role},PERMISSIVE,true,true,none,,OK
patient_consents,Patient,YES,hospital_isolation_patient_consents,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
patient_consents,Patient,YES,no_delete_patient_consents,DELETE,{public},PERMISSIVE,false,,none,,OK
patient_consents,Patient,YES,no_update_patient_consents,UPDATE,{public},PERMISSIVE,false,,UPDATE no WITH CHECK (PG reuses USING - OK),,OK
patient_documents,Patient,YES,Users can delete patient documents for their hospital,DELETE,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
patient_documents,Patient,YES,Users can insert patient documents for their hospital,INSERT,{authenticated},PERMISSIVE,,(hospital_id = get_user_hospital_id()),none,,OK
patient_documents,Patient,YES,Users can view patient documents for their hospital,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
patient_encounter_templates,Patient,YES,Isolation policy for patient_encounter_templates,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
patient_encounter_templates,Patient,YES,patient_encounter_templates_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
patient_encounter_templates,Patient,YES,patient_encounter_templates_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
patient_feedback,Patient,YES,Auth users manage own hospital feedback,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
patient_feedback,Patient,YES,Auth users view own hospital feedback,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
patient_feedback,Patient,YES,patient_feedback_anon_insert,INSERT,{anon},PERMISSIVE,,(hospital_id IS NOT NULL),ANON-REACHABLE,,HIGH
patient_history_digests,Patient,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
patient_history_ingest_jobs,Patient,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
patient_history_source_chunks,Patient,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
patient_history_sources,Patient,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
patient_portal_sessions,Patient,YES,Auth users manage own hospital portal sessions,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
patient_portal_sessions,Patient,YES,anon_select_active_sessions,SELECT,{anon},PERMISSIVE,(last_active > (now() - '24:00:00'::interval)),,ANON-REACHABLE; MULTIPLE PERMISSIVE (2),,HIGH
patient_portal_sessions,Patient,YES,anon_update_active_sessions,UPDATE,{anon},PERMISSIVE,(last_active > (now() - '24:00:00'::interval)),true,OPEN-WRITE WITH CHECK(true); ANON-REACHABLE; MULTIPLE PERMISSIVE (2),,CRITICAL
patient_portal_sessions,Patient,YES,portal_sessions_anon_insert,INSERT,{anon},PERMISSIVE,,((otp_verified = false) OR (otp_verified IS NULL)),ANON-REACHABLE,,HIGH
patient_portal_sessions,Patient,YES,portal_sessions_anon_select,SELECT,{anon},PERMISSIVE,((otp_verified = true) AND (session_token IS NOT NULL)),,ANON-REACHABLE; MULTIPLE PERMISSIVE (2),,HIGH
patient_portal_sessions,Patient,YES,portal_sessions_anon_update,UPDATE,{anon},PERMISSIVE,((otp_verified = false) OR (otp_verified IS NULL)),true,OPEN-WRITE WITH CHECK(true); ANON-REACHABLE; MULTIPLE PERMISSIVE (2),,CRITICAL
patient_rights_acknowledgements,Patient,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
patient_segments,Patient,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
patient_template_responses,Patient,YES,Isolation policy for patient_template_responses,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
patient_template_responses,Patient,YES,patient_template_responses_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
patient_template_responses,Patient,YES,patient_template_responses_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
patient_voice_sessions,Patient,YES,patient_voice_isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
patient_voice_sessions,Patient,YES,patient_voice_service_role,ALL,{service_role},PERMISSIVE,true,true,none,,OK
patients,Patient,YES,Users can manage own hospital patients,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
patients,Patient,YES,Users can view own hospital patients,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
